manuscript	status	language	material	period	site	composition_type	ir_images	ir_recto	ir_with_sqe_match	ir_with_etcbc_fragment	ir_single_text_fragment	ir_exact_link	sqe_editions	etcbc_scroll	etcbc_fragments	etcbc_preserved	etcbc_certain	etcbc_fragments_imaged	etcbc_preserved_imaged	etcbc_scrolls_via_images
6Q20	square	Hebrew	Parchment	Hellenistic-Roman	Qumran, Cave 6	Scripture?	0	0	0	0	0	0	627	6Q20	1	37	29	0	0	
6Q21	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Other	0	0	0	0	0	0	628	6Q21	1	17	14	0	0	
6Q22	square	Hebrew	Papyrus	Herodian	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	629	6Q22	1	14	12	0	0	
6Q23	square	Aramaic	Papyrus	Herodian	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	630	6Q23	4	34	26	0	0	
6Q24	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	631	6Q24	5	12	11	0	0	
6Q25	square	Aramaic	Parchment	Herodian	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	1139		0	0	0	0	0	
6Q26	square	Aramaic	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Other	0	0	0	0	0	0	632	6Q26	9	41	15	0	0	
6Q27	square	Hebrew?	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	633	6Q27	7	13	7	0	0	
6Q28	square	Hebrew?	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	634	6Q28	5	12	4	0	0	
6Q29	square	Hebrew?	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	635	6Q29	2	4	3	0	0	
6Q3	square	Hebrew	Papyrus	Hellenistic-Roman	Qumran, Cave 6	Scripture?	0	0	0	0	0	0	1013	6Q3	1	8	5	0	0	
6Q30	square	Hebrew	Papyrus	Roman	Qumran, Cave 6	Scripture	0	0	0	0	0	0	636	6Q30	1	19	9	0	0	
6Q31	square	Aramaic	Papyrus	Herodian	Qumran, Cave 6	Unidentified Text	0	0	0	0	0	0	637	6Q31	18	41	25	0	0	
6Q4	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 6	Scripture	80	80	0	0	0	0	1014	6Q4	71	498	382	0	0	
6Q5	square	Hebrew	Papyrus	Herodian	Qumran, Cave 6	Scripture?	1	1	0	0	0	0	1015	6Q5	1	9	7	0	0	
6Q6	square	Hebrew	Parchment	Herodian	Qumran, Cave 6	Scripture	2	2	0	0	0	0	1016	6Q6	2	140	120	0	0	
6Q7	square	Hebrew	Papyrus	Herodian	Qumran, Cave 6	Scripture	13	13	0	0	0	0	1017	6Q7	8	220	170	0	0	
6Q8	square	Aramaic	Papyrus	Herodian	Qumran, Cave 6	Parabiblical Texts	0	0	0	0	0	0	615	6Q8	33	259	177	0	0	
6Q9	square	Hebrew	Papyrus	Hasmonean	Qumran, Cave 6	Parabiblical Texts	0	0	0	0	0	0	616	6Q9	68	414	318	0	0	
7Q19	excluded: Greek script	Greek	Stone	Hellenistic-Roman	Qumran, Cave 7	Unidentified Text	3	3	0	0	0	0	1150		0	0	0	0	0	
8Hev1	excluded: Greek script	Greek	Parchment	Roman	Cave of Horror	Translation of Scripture	42	38	0	0	0	0	1159		0	0	0	0	0	
8Hev2	square	Hebrew	Parchment	Roman	Cave of Horror	Poetical/Liturgical Texts	6	6	0	0	0	0	1160		0	0	0	0	0	
8Hev3	excluded: language 'Unidentified'	Unidentified	Papyrus	Herodian	Cave of Horror	Unidentified Text	4	4	0	0	0	0	1161		0	0	0	0	0	
8Q1	square	Hebrew	Parchment	Herodian	Qumran, Cave 8	Scripture	4	4	4	4	4	4	1018	8Q1	3	54	44	2	39	8Q1
8Q2	square	Hebrew	Parchment	Herodian	Qumran, Cave 8	Scripture	14	14	14	14	14	14	1019	8Q2	5	74	62	5	74	8Q2
8Q3	square	Hebrew	Parchment	Herodian	Qumran, Cave 8	Tefillin	0	0	0	0	0	0	1020	8Q3	23	2895	2623	0	0	
8Q4	square	Hebrew	Parchment	Herodian	Qumran, Cave 8	Mezuzah	15	15	2	2	2	2	1021	8Q4	1	885	816	1	885	8Q4
8Q5	square	Hebrew	Parchment	Herodian	Qumran, Cave 8	Poetical/Liturgical Texts	3	3	2	2	2	2	638	8Q5	2	124	102	2	124	8Q5
9Q1	square	Hebrew	Papyrus	Roman	Qumran, Cave 9	Unidentified Text	1	1	0	0	0	0	639	9Q1	1	6	4	0	0	
Mas 1	square	Hebrew	Parchment	Roman	Masada	Scripture	0	0	0	0	0	0	1048	Mas1	1	39	35	0	0	
Mas 1a	square	Hebrew	Parchment	Roman	Masada	Scripture	0	0	0	0	0	0	1049	Mas1a	1	209	192	0	0	
Mas 1b	square	Hebrew	Parchment	Roman	Masada	Scripture	0	0	0	0	0	0	1050	Mas1b	5	1329	1062	0	0	
Mas 1c	square	Hebrew	Parchment	Roman	Masada	Scripture	0	0	0	0	0	0	1051	Mas1c	3	208	155	0	0	
Mas 1d	square	Hebrew	Parchment	Roman	Masada	Scripture	0	0	0	0	0	0	1052	Mas1d	4	1609	1083	0	0	
Mas 1e	square	Hebrew	Parchment	Roman	Masada	Scripture	2	1	0	0	0	0	1053	Mas1e	3	1081	985	0	0	
Mas 1f	square	Hebrew	Parchment	Roman	Masada	Scripture	2	2	0	0	0	0	1054	Mas1f	2	111	93	0	0	
Mas 1h	square	Hebrew	Parchment	Roman	Masada	Sapiential Texts	0	0	0	0	0	0	1163		0	0	0	0	0	
Mas 1j	square	Hebrew	Parchment	Roman	Masada	Parabiblical Texts	1	1	0	0	0	0	1164		0	0	0	0	0	
Mas 1k	square	Hebrew	Parchment	Roman	Masada	Poetical/Liturgical Texts	2	2	0	0	0	0	707		0	0	0	0	0	
Mas 1l	square	Hebrew	Parchment	Roman	Masada	Parabiblical Texts	0	0	0	0	0	0	1165		0	0	0	0	0	
Mas 1m	square	Hebrew	Parchment	Roman	Masada	Other	0	0	0	0	0	0	1166		0	0	0	0	0	
Mas 1n	square	Hebrew	Parchment	Roman	Masada	Sectarian Text?	0	0	0	0	0	0	1167		0	0	0	0	0	
Mas 1o	excluded: Paleo-Hebrew script	Hebrew	Papyrus		Masada	Other	1	1	0	0	0	0	1168		0	0	0	0	0	
Mas 1p	square	Aramaic?	Parchment	Roman	Masada	Unidentified Text	0	0	0	0	0	0	1169		0	0	0	0	0	
Mas722	excluded: Latin script	Latin	Papyrus	Roman	Masada	Other	1	1	0	0	0	0	1173		0	0	0	0	0	
Mas723	excluded: Latin script	Latin	Papyrus	Roman	Masada	Other	4	4	0	0	0	0	1174		0	0	0	0	0	
Mas749	excluded: Latin script	Latin	Papyrus	Roman	Masada	Other	24	24	0	0	0	0	1198		0	0	0	0	0	
MUR1	excluded: language ''		Parchment	Roman	Wadi Murabba'at	Scripture	5	4	3	3	2	3	1034	Mur1	9	856	699	4	242	Mur1
MUR10	square	Aramaic	Parchment		Wadi Murabba'at	Other	0	0	0	0	0	0			0	0	0	0	0	
MUR100	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1199		0	0	0	0	0	
MUR101	excluded: Greek script	Greek	Papyrus	Roman	Wadi Murabba'at	Other	2	1	0	0	0	0	1200		0	0	0	0	0	
MUR102	excluded: Greek script	Greek	Papyrus	Roman	Wadi Murabba'at	Other	3	3	0	0	0	0	1201		0	0	0	0	0	
MUR103	excluded: Greek script	Greek	Parchment	Hellenistic-Roman	Wadi Murabba'at	Other	2	2	0	0	0	0	1202		0	0	0	0	0	
MUR104	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1203		0	0	0	0	0	
MUR106	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1205		0	0	0	0	0	
MUR107	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Unidentified Text	2	2	0	0	0	0	1206		0	0	0	0	0	
MUR11	square	Hebrew?	Parchment		Wadi Murabba'at	Scribal Exercise	3	3	1	0	0	0	725		0	0	0	0	0	
MUR114	excluded: Greek script	Greek	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1210		0	0	0	0	0	
MUR116	excluded: Greek script	Greek	Papyrus	Roman	Wadi Murabba'at	Other	2	1	0	0	0	0	1212		0	0	0	0	0	
MUR12	square	Aramaic?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1216		0	0	0	0	0	
MUR13	square	Hebrew?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1225		0	0	0	0	0	
MUR14	square	Aramaic?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1228		0	0	0	0	0	
MUR15	square	Hebrew?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1230		0	0	0	0	0	
MUR156	excluded: Greek script	Greek	Paper	Crusader	Wadi Murabba'at	Other	4	3	0	0	0	0	1237		0	0	0	0	0	
MUR158	excluded: Latin script	Latin	Papyrus	Roman	Wadi Murabba'at	Unidentified Text	14	14	0	0	0	0	1239		0	0	0	0	0	
MUR16	square	Aramaic?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1241		0	0	0	0	0	
MUR164	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	10	10	0	0	0	0	1246		0	0	0	0	0	
MUR17	excluded: language ''		Papyrus	Iron Age	Wadi Murabba'at	Other	2	1	0	0	0	0	1248		0	0	0	0	0	
MUR173	excluded: Arabic script	Arabic	Paper	Islamic	Wadi Murabba'at	Other	3	2	0	0	0	0	1252		0	0	0	0	0	
MUR18	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	2	2	0	0	0	0	1253		0	0	0	0	0	
MUR19	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1254		0	0	0	0	0	
MUR2	square	Hebrew	Parchment	Roman	Wadi Murabba'at	Scripture	3	3	3	3	2	3	1035	Mur2	4	110	85	4	110	Mur2
MUR20	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1255		0	0	0	0	0	
MUR21	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1256		0	0	0	0	0	
MUR22	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	728		0	0	0	0	0	
MUR23	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1257		0	0	0	0	0	
MUR24	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Other	19	19	0	0	0	0	1258		0	0	0	0	0	
MUR25	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1259		0	0	0	0	0	
MUR26	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	4	4	0	0	0	0	1260		0	0	0	0	0	
MUR27	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1261		0	0	0	0	0	
MUR28	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1628		0	0	0	0	0	
MUR29	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	741		0	0	0	0	0	
MUR3	square	Hebrew	Parchment	Roman	Wadi Murabba'at	Scripture	2	1	0	0	0	0	1036	Mur3	1	87	68	0	0	
MUR30	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Other	3	3	0	0	0	0	742		0	0	0	0	0	
MUR31	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	743		0	0	0	0	0	
MUR32	square	Aramaic	Papyrus	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0			0	0	0	0	0	
MUR33	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0			0	0	0	0	0	
MUR34	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1262		0	0	0	0	0	
MUR35	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	1263		0	0	0	0	0	
MUR36	square	Hebrew	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	4	4	0	0	0	0	744		0	0	0	0	0	
MUR37	square	Aramaic?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	745		0	0	0	0	0	
MUR38	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	5	5	0	0	0	0	746		0	0	0	0	0	
MUR39	square	Aramaic?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	2	2	0	0	0	0	747		0	0	0	0	0	
MUR4	square	Hebrew	Parchment	Roman	Wadi Murabba'at	Tefillin	0	0	0	0	0	0	1037	Mur4	2	1593	1569	0	0	
MUR40	square	Aramaic	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	748		0	0	0	0	0	
MUR41	square	Aramaic?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Other	6	6	0	0	0	0	1264		0	0	0	0	0	
MUR42	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	749		0	0	0	0	0	
MUR43	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	1	1	0	0	0	0	750		0	0	0	0	0	
MUR44	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	1	1	0	0	0	0	751		0	0	0	0	0	
MUR45	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	752		0	0	0	0	0	
MUR46	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	753		0	0	0	0	0	
MUR47	square	Hebrew	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	754		0	0	0	0	0	
MUR48	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	3	3	0	0	0	0	755		0	0	0	0	0	
MUR49	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	756		0	0	0	0	0	
MUR5	square	Hebrew	Parchment	Roman	Wadi Murabba'at	Mezuzah	0	0	0	0	0	0	1265		0	0	0	0	0	
MUR50	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	3	3	0	0	0	0	757		0	0	0	0	0	
MUR51	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	758		0	0	0	0	0	
MUR52	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Bar Kokhba letters	0	0	0	0	0	0	759		0	0	0	0	0	
MUR53	square	Aramaic?	Papyrus	Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	1266		0	0	0	0	0	
MUR54	square	Aramaic?	Papyrus	Roman	Wadi Murabba'at	Unidentified Text	15	15	0	0	0	0	1267		0	0	0	0	0	
MUR55	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	6	6	5	0	0	0	760		0	0	0	0	0	
MUR56	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	761		0	0	0	0	0	
MUR57	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	1	0	0	0	762		0	0	0	0	0	
MUR58	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	2	2	2	0	0	0	763		0	0	0	0	0	
MUR59	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	1	0	0	0	764		0	0	0	0	0	
MUR60	excluded: Square? script	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	2	2	2	0	0	0	765		0	0	0	0	0	
MUR61	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	1	1	0	0	0	0	766		0	0	0	0	0	
MUR62	square	Hebrew?	Papyrus	Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	767		0	0	0	0	0	
MUR63	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	768		0	0	0	0	0	
MUR64	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	769		0	0	0	0	0	
MUR65	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	1268		0	0	0	0	0	
MUR66	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	770		0	0	0	0	0	
MUR67	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	771		0	0	0	0	0	
MUR68	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	772		0	0	0	0	0	
MUR69	square	Hebrew?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	773		0	0	0	0	0	
MUR7	square	Hebrew	Parchment	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	720		0	0	0	0	0	
MUR70	square	Aramaic?	Papyrus	Hellenistic-Roman	Wadi Murabba'at	Unidentified Text	0	0	0	0	0	0	774		0	0	0	0	0	
MUR8	square	Aramaic	Parchment	Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	721		0	0	0	0	0	
MUR88	excluded: language ''		Parchment	Roman	Wadi Murabba'at	Scripture	1	1	0	0	0	0	1038	Mur88	21	12588	9015	0	0	
MUR89	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1270		0	0	0	0	0	
MUR9	square	Aramaic?	Parchment	Hellenistic-Roman	Wadi Murabba'at	Other	0	0	0	0	0	0	722		0	0	0	0	0	
MUR90	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	6	6	0	0	0	0	1271		0	0	0	0	0	
MUR91	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1272		0	0	0	0	0	
MUR92	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1273		0	0	0	0	0	
MUR93	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1274		0	0	0	0	0	
MUR94	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1275		0	0	0	0	0	
MUR95	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	0	0	0	0	0	1276		0	0	0	0	0	
MUR96	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1277		0	0	0	0	0	
MUR97	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	5	5	0	0	0	0	1278		0	0	0	0	0	
MUR98	excluded: Greek script	Greek	Papyrus	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1279		0	0	0	0	0	
MUR99	excluded: Greek script	Greek	Parchment	Roman	Wadi Murabba'at	Other	1	1	0	0	0	0	1280		0	0	0	0	0	
WD1	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD10	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1281		0	0	0	0	0	
WD11	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1282		0	0	0	0	0	
WD12	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD13	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1283		0	0	0	0	0	
WD14	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD15	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD16	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1284		0	0	0	0	0	
WD17	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD18	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD19	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1285		0	0	0	0	0	
WD2	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	4	4	0	0	0	0	1286		0	0	0	0	0	
WD20	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD21	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1287		0	0	0	0	0	
WD22	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1288		0	0	0	0	0	
WD23	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1289		0	0	0	0	0	
WD24	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD25	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD26	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD27	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD28	no LL record						9	9	0	0	0	0	1290		0	0	0	0	0	
WD29	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	11	11	0	0	0	0	1291		0	0	0	0	0	
WD3	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD30	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	0	0	0	0	0	0	1292		0	0	0	0	0	
WD31	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	0	0	0	0	0	0	1293		0	0	0	0	0	
WD32	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	0	0	0	0	0	0	1294		0	0	0	0	0	
WD33	square	Hebrew	Papyrus	Hellenistic-Roman	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	119	119	0	0	0	0	1295		0	0	0	0	0	
WD34	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	48	48	0	0	0	0	1296		0	0	0	0	0	
WD35	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	0	0	0	0	0	0	1297		0	0	0	0	0	
WD38	excluded: Greek script	Greek	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Unidentified Text	40	40	0	0	0	0	1298		0	0	0	0	0	
WD4	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1635		0	0	0	0	0	
WD5	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD6	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD7	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WD8	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0	1299		0	0	0	0	0	
WD9	square	Aramaic	Papyrus	Persian	Wadi Daliyeh, Cave of Abu Shinjeh	Other	0	0	0	0	0	0			0	0	0	0	0	
WS1	script type blank	Hebrew	Parchment	Hellenistic-Roman	Wadi Sdeir	Scripture	3	3	0	0	0	0			0	0	0	0	0	
WS2	no LL record						1	1	0	0	0	0	1300		0	0	0	0	0	
XHev/Se10	square	Aramaic	Papyrus	Roman	Unknown Cave	Other	6	6	0	0	0	0	1304		0	0	0	0	0	
XHev/Se11	square	Aramaic	Papyrus	Roman	Unknown Cave	Other	0	0	0	0	0	0	1305		0	0	0	0	0	
XHev/Se15	square	Aramaic	Papyrus		Unknown Cave	Unidentified Text	0	0	0	0	0	0			0	0	0	0	0	
XHev/Se21	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Other	0	0	0	0	0	0	1308		0	0	0	0	0	
XHev/Se22	square	Aramaic	Papyrus	Roman	Unknown Cave	Other	0	0	0	0	0	0	1309		0	0	0	0	0	
XHev/Se23	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Other	0	0	0	0	0	0	1310		0	0	0	0	0	
XHev/Se24	square	Aramaic	Papyrus	Roman	Unknown Cave	Other	0	0	0	0	0	0	1311		0	0	0	0	0	
XHev/Se25	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Other	0	0	0	0	0	0			0	0	0	0	0	
XHev/Se27	square	Aramaic	Papyrus		Unknown Cave	Other	0	0	0	0	0	0			0	0	0	0	0	
XHev/Se28	square	Aramaic	Papyrus		Unknown Cave	Unidentified Text	0	0	0	0	0	0	1312		0	0	0	0	0	
XHev/Se29	excluded: language 'Unidentified'	Unidentified	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	7	7	0	0	0	0	1313		0	0	0	0	0	
XHev/Se32	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Other	0	0	0	0	0	0	1641		0	0	0	0	0	
XHev/Se33	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	0	0	0	0	0	0	1314		0	0	0	0	0	
XHev/Se34	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Other	0	0	0	0	0	0	1315		0	0	0	0	0	
XHev/Se35	square	Aramaic	Papyrus	Hellenistic-Roman	Unknown Cave	Unidentified Text	0	0	0	0	0	0	1316		0	0	0	0	0	
XHev/Se48	no LL record						2	1	0	0	0	0	1318		0	0	0	0	0	
XHev/Se5	square	Hebrew	Parchment	Hellenistic-Roman	Unknown Cave	Tefillin	5	3	4	4	4	3	1045	Xhev/se5	2	1526	1392	2	1526	Xhev/se5
XHev/Se6	square	Hebrew	Parchment	Herodian	Unknown Cave	Other	5	5	3	0	0	0	800		0	0	0	0	0	
